Period,SA0,pct_inflation,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,Constant
1958-02-01,28.6,0.0,0,1,0,0,0,0,0,0,0,0,0,1.0
1958-03-01,28.8,0.6968669316093301,0,0,1,0,0,0,0,0,0,0,0,1.0
1958-04-01,28.9,0.3466207976486224,0,0,0,1,0,0,0,0,0,0,0,1.0
1958-05-01,28.9,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0
1958-06-01,28.9,0.0,0,0,0,0,0,1,0,0,0,0,0,1.0
1958-07-01,29.0,0.34542348680877133,0,0,0,0,0,0,1,0,0,0,0,1.0
1958-08-01,28.9,-0.34542348680877133,0,0,0,0,0,0,0,1,0,0,0,1.0
1958-09-01,28.9,0.0,0,0,0,0,0,0,0,0,1,0,0,1.0
1958-10-01,28.9,0.0,0,0,0,0,0,0,0,0,0,1,0,1.0
1958-11-01,29.0,0.34542348680877133,0,0,0,0,0,0,0,0,0,0,1,1.0
1958-12-01,28.9,-0.34542348680877133,0,0,0,0,0,0,0,0,0,0,0,1.0
1959-01-01,29.0,0.34542348680877133,1,0,0,0,0,0,0,0,0,0,0,1.0
1959-02-01,28.9,-0.34542348680877133,0,1,0,0,0,0,0,0,0,0,0,1.0
1959-03-01,28.9,0.0,0,0,1,0,0,0,0,0,0,0,0,1.0
1959-04-01,29.0,0.34542348680877133,0,0,0,1,0,0,0,0,0,0,0,1.0
1959-05-01,29.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0
1959-06-01,29.1,0.3442344190972779,0,0,0,0,0,1,0,0,0,0,0,1.0
1959-07-01,29.2,0.34305350967889225,0,0,0,0,0,0,1,0,0,0,0,1.0
1959-08-01,29.2,0.0,0,0,0,0,0,0,0,1,0,0,0,1.0
1959-09-01,29.3,0.34188067487859186,0,0,0,0,0,0,0,0,1,0,0,1.0
1959-10-01,29.4,0.3407158321614201,0,0,0,0,0,0,0,0,0,1,0,1.0
1959-11-01,29.4,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0
1959-12-01,29.4,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0
1960-01-01,29.3,-0.3407158321614201,1,0,0,0,0,0,0,0,0,0,0,1.0
1960-02-01,29.4,0.3407158321614201,0,1,0,0,0,0,0,0,0,0,0,1.0
1960-03-01,29.4,0.0,0,0,1,0,0,0,0,0,0,0,0,1.0
1960-04-01,29.5,0.3395589001138344,0,0,0,1,0,0,0,0,0,0,0,1.0
1960-05-01,29.5,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0
1960-06-01,29.6,0.33840979842403307,0,0,0,0,0,1,0,0,0,0,0,1.0
1960-07-01,29.6,0.0,0,0,0,0,0,0,1,0,0,0,0,1.0
1960-08-01,29.6,0.0,0,0,0,0,0,0,0,1,0,0,0,1.0
1960-09-01,29.6,0.0,0,0,0,0,0,0,0,0,1,0,0,1.0
1960-10-01,29.8,0.6734032181344052,0,0,0,0,0,0,0,0,0,1,0,1.0
1960-11-01,29.8,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0
1960-12-01,29.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0
1961-01-01,29.8,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0
1961-02-01,29.8,0.0,0,1,0,0,0,0,0,0,0,0,0,1.0
1961-03-01,29.8,0.0,0,0,1,0,0,0,0,0,0,0,0,1.0
1961-04-01,29.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1.0
1961-05-01,29.8,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0
1961-06-01,29.8,0.0,0,0,0,0,0,1,0,0,0,0,0,1.0
1961-07-01,30.0,0.6688988150796771,0,0,0,0,0,0,1,0,0,0,0,1.0
1961-08-01,29.9,-0.33389012655149486,0,0,0,0,0,0,0,1,0,0,0,1.0
1961-09-01,30.0,0.33389012655149486,0,0,0,0,0,0,0,0,1,0,0,1.0
1961-10-01,30.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1.0
1961-11-01,30.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0
1961-12-01,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0
1962-01-01,30.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0
1962-02-01,30.1,0.33277900926744763,0,1,0,0,0,0,0,0,0,0,0,1.0
1962-03-01,30.1,0.0,0,0,1,0,0,0,0,0,0,0,0,1.0
1962-04-01,30.2,0.3316752625993846,0,0,0,1,0,0,0,0,0,0,0,1.0
1962-05-01,30.2,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0
1962-06-01,30.2,0.0,0,0,0,0,0,1,0,0,0,0,0,1.0
1962-07-01,30.3,0.33057881344995543,0,0,0,0,0,0,1,0,0,0,0,1.0
1962-08-01,30.3,0.0,0,0,0,0,0,0,0,1,0,0,0,1.0
1962-09-01,30.4,0.3294895896852612,0,0,0,0,0,0,0,0,1,0,0,1.0
1962-10-01,30.4,0.0,0,0,0,0,0,0,0,0,0,1,0,1.0
1962-11-01,30.4,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0
1962-12-01,30.4,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0
1963-01-01,30.4,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0
1963-02-01,30.4,0.0,0,1,0,0,0,0,0,0,0,0,0,1.0
1963-03-01,30.5,0.32840752011900065,0,0,1,0,0,0,0,0,0,0,0,1.0
1963-04-01,30.5,0.0,0,0,0,1,0,0,0,0,0,0,0,1.0
1963-05-01,30.5,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0
1963-06-01,30.6,0.3273325344969269,0,0,0,0,0,1,0,0,0,0,0,1.0
1963-07-01,30.7,0.32626456348161526,0,0,0,0,0,0,1,0,0,0,0,1.0
1963-08-01,30.7,0.0,0,0,0,0,0,0,0,1,0,0,0,1.0
1963-09-01,30.7,0.0,0,0,0,0,0,0,0,0,1,0,0,1.0
1963-10-01,30.8,0.32520353863776386,0,0,0,0,0,0,0,0,0,1,0,1.0
1963-11-01,30.8,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0
1963-12-01,30.9,0.3241493924170502,0,0,0,0,0,0,0,0,0,0,0,1.0
1964-01-01,30.9,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0
1964-02-01,30.9,0.0,0,1,0,0,0,0,0,0,0,0,0,1.0
1964-03-01,30.9,0.0,0,0,1,0,0,0,0,0,0,0,0,1.0
1964-04-01,30.9,0.0,0,0,0,1,0,0,0,0,0,0,0,1.0
1964-05-01,30.9,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0
1964-06-01,31.0,0.3231020581446753,0,0,0,0,0,1,0,0,0,0,0,1.0
1964-07-01,31.1,0.32206147000422014,0,0,0,0,0,0,1,0,0,0,0,1.0
1964-08-01,31.0,-0.32206147000422014,0,0,0,0,0,0,0,1,0,0,0,1.0
1964-09-01,31.1,0.32206147000422014,0,0,0,0,0,0,0,0,1,0,0,1.0
1964-10-01,31.1,0.0,0,0,0,0,0,0,0,0,0,1,0,1.0
1964-11-01,31.2,0.3210275630248116,0,0,0,0,0,0,0,0,0,0,1,1.0
1964-12-01,31.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0
1965-01-01,31.2,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0
1965-02-01,31.2,0.0,0,1,0,0,0,0,0,0,0,0,0,1.0
1965-03-01,31.3,0.3200002730670892,0,0,1,0,0,0,0,0,0,0,0,1.0
1965-04-01,31.4,0.3189795368100157,0,0,0,1,0,0,0,0,0,0,0,1.0
1965-05-01,31.4,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0
1965-06-01,31.6,0.6349227678658753,0,0,0,0,0,1,0,0,0,0,0,1.0
1965-07-01,31.6,0.0,0,0,0,0,0,0,1,0,0,0,0,1.0
1965-08-01,31.6,0.0,0,0,0,0,0,0,0,1,0,0,0,1.0
1965-09-01,31.6,0.0,0,0,0,0,0,0,0,0,1,0,0,1.0
1965-10-01,31.7,0.3159560290368457,0,0,0,0,0,0,0,0,0,1,0,1.0
1965-11-01,31.7,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0
1965-12-01,31.8,0.31496089028961727,0,0,0,0,0,0,0,0,0,0,0,1.0
1966-01-01,31.8,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0
1966-02-01,32.0,0.6269613013595521,0,1,0,0,0,0,0,0,0,0,0,1.0
1966-03-01,32.1,0.3120127336243783,0,0,1,0,0,0,0,0,0,0,0,1.0
1966-04-01,32.3,0.6211200092640645,0,0,0,1,0,0,0,0,0,0,0,1.0
1966-05-01,32.3,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0
1966-06-01,32.4,0.3091192569672607,0,0,0,0,0,1,0,0,0,0,0,1.0
1966-07-01,32.5,0.30816665374082675,0,0,0,0,0,0,1,0,0,0,0,1.0
1966-08-01,32.7,0.6134988567516153,0,0,0,0,0,0,0,1,0,0,0,1.0
1966-09-01,32.7,0.0,0,0,0,0,0,0,0,0,1,0,0,1.0
1966-10-01,32.9,0.6097579868117986,0,0,0,0,0,0,0,0,0,1,0,1.0
1966-11-01,32.9,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0
1966-12-01,32.9,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0
1967-01-01,32.9,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0
1967-02-01,32.9,0.0,0,1,0,0,0,0,0,0,0,0,0,1.0
1967-03-01,33.0,0.3034903695154245,0,0,1,0,0,0,0,0,0,0,0,1.0
1967-04-01,33.1,0.3025720916537189,0,0,0,1,0,0,0,0,0,0,0,1.0
1967-05-01,33.2,0.3016593539425738,0,0,0,0,1,0,0,0,0,0,0,1.0
1967-06-01,33.3,0.30075210639548544,0,0,0,0,0,1,0,0,0,0,0,1.0
1967-07-01,33.4,0.299850299625648,0,0,0,0,0,0,1,0,0,0,0,1.0
1967-08-01,33.5,0.298953884836628,0,0,0,0,0,0,0,1,0,0,0,1.0
1967-09-01,33.6,0.29806281381379307,0,0,0,0,0,0,0,0,1,0,0,1.0
1967-10-01,33.7,0.2971770389157413,0,0,0,0,0,0,0,0,0,1,0,1.0
1967-11-01,33.8,0.29629651306568583,0,0,0,0,0,0,0,0,0,0,1,1.0
1967-12-01,33.9,0.29542118974315024,0,0,0,0,0,0,0,0,0,0,0,1.0
1968-01-01,34.1,0.5882369903066564,1,0,0,0,0,0,0,0,0,0,0,1.0
1968-02-01,34.2,0.29282597790887266,0,1,0,0,0,0,0,0,0,0,0,1.0
1968-03-01,34.3,0.291971010333425,0,0,1,0,0,0,0,0,0,0,0,1.0
1968-04-01,34.4,0.2911210207458659,0,0,0,1,0,0,0,0,0,0,0,1.0
1968-05-01,34.5,0.29027596579616066,0,0,0,0,1,0,0,0,0,0,0,1.0
1968-06-01,34.7,0.5780362915499104,0,0,0,0,0,1,0,0,0,0,0,1.0
1968-07-01,34.9,0.5747142255568161,0,0,0,0,0,0,1,0,0,0,0,1.0
1968-08-01,35.0,0.2861232281031967,0,0,0,0,0,0,0,1,0,0,0,1.0
1968-09-01,35.1,0.2853068982406448,0,0,0,0,0,0,0,0,1,0,0,1.0
1968-10-01,35.3,0.5681833467431119,0,0,0,0,0,0,0,0,0,1,0,1.0
1968-11-01,35.4,0.28288562004776807,0,0,0,0,0,0,0,0,0,0,1,1.0
1968-12-01,35.5,0.28208763416412985,0,0,0,0,0,0,0,0,0,0,0,1.0
1969-01-01,35.6,0.2812941376614919,1,0,0,0,0,0,0,0,0,0,0,1.0
1969-02-01,35.8,0.5602255548669444,0,1,0,0,0,0,0,0,0,0,0,1.0
1969-03-01,36.1,0.8344971932180645,0,0,1,0,0,0,0,0,0,0,0,1.0
1969-04-01,36.3,0.552487593196993,0,0,0,1,0,0,0,0,0,0,0,1.0
1969-05-01,36.4,0.2751033371890088,0,0,0,0,1,0,0,0,0,0,0,1.0
1969-06-01,36.6,0.5479465764625324,0,0,0,0,0,1,0,0,0,0,0,1.0
1969-07-01,36.8,0.5449604767564953,0,0,0,0,0,0,1,0,0,0,0,1.0
1969-08-01,37.0,0.5420067469338985,0,0,0,0,0,0,0,1,0,0,0,1.0
1969-09-01,37.1,0.269905696916517,0,0,0,0,0,0,0,0,1,0,0,1.0
1969-10-01,37.3,0.5376357036380064,0,0,0,0,0,0,0,0,0,1,0,1.0
1969-11-01,37.5,0.5347606326595589,0,0,0,0,0,0,0,0,0,0,1,1.0
1969-12-01,37.7,0.531916147759981,0,0,0,0,0,0,0,0,0,0,0,1.0
1970-01-01,37.8,0.2649008171577094,1,0,0,0,0,0,0,0,0,0,0,1.0
1970-02-01,38.0,0.5277057100843585,0,1,0,0,0,0,0,0,0,0,0,1.0
1970-03-01,38.2,0.5249355886143725,0,0,1,0,0,0,0,0,0,0,0,1.0
1970-04-01,38.5,0.7822725681209342,0,0,0,1,0,0,0,0,0,0,0,1.0
1970-05-01,38.6,0.2594035177046372,0,0,0,0,1,0,0,0,0,0,0,1.0
1970-06-01,38.8,0.5167970158442614,0,0,0,0,0,1,0,0,0,0,0,1.0
1970-07-01,39.0,0.5141399500418586,0,0,0,0,0,0,1,0,0,0,0,1.0
1970-08-01,39.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1.0
1970-09-01,39.2,0.5115100666770456,0,0,0,0,0,0,0,0,1,0,0,1.0
1970-10-01,39.4,0.5089069507471233,0,0,0,0,0,0,0,0,0,1,0,1.0
1970-11-01,39.6,0.5063301956546695,0,0,0,0,0,0,0,0,0,0,1,1.0
1970-12-01,39.8,0.5037794029957077,0,0,0,0,0,0,0,0,0,0,0,1.0
1971-01-01,39.8,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0
1971-02-01,39.9,0.25094116054260596,0,1,0,0,0,0,0,0,0,0,0,1.0
1971-03-01,40.0,0.25031302181184323,0,0,1,0,0,0,0,0,0,0,0,1.0
1971-04-01,40.1,0.24968801985871814,0,0,0,1,0,0,0,0,0,0,0,1.0
1971-05-01,40.3,0.49751346401136765,0,0,0,0,1,0,0,0,0,0,0,1.0
1971-06-01,40.6,0.7416597655049983,0,0,0,0,0,1,0,0,0,0,0,1.0
1971-07-01,40.7,0.24600258408624676,0,0,0,0,0,0,1,0,0,0,0,1.0
1971-08-01,40.8,0.24539889615664556,0,0,0,0,0,0,0,1,0,0,0,1.0
1971-09-01,40.8,0.0,0,0,0,0,0,0,0,0,1,0,0,1.0
1971-10-01,40.9,0.24479816386397957,0,0,0,0,0,0,0,0,0,1,0,1.0
1971-11-01,40.9,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0
1971-12-01,41.1,0.4878058453433365,0,0,0,0,0,0,0,0,0,0,0,1.0
1972-01-01,41.1,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0
1972-02-01,41.3,0.48543784647976373,0,1,0,0,0,0,0,0,0,0,0,1.0
1972-03-01,41.4,0.24183808642819216,0,0,1,0,0,0,0,0,0,0,0,1.0
1972-04-01,41.5,0.24125464053836865,0,0,0,1,0,0,0,0,0,0,0,1.0
1972-05-01,41.6,0.2406740030565402,0,0,0,0,1,0,0,0,0,0,0,1.0
1972-06-01,41.7,0.24009615375382154,0,0,0,0,0,1,0,0,0,0,0,1.0
1972-07-01,41.9,0.47846981233359287,0,0,0,0,0,0,1,0,0,0,0,1.0
1972-08-01,42.0,0.23837913552764434,0,0,0,0,0,0,0,1,0,0,0,1.0
1972-09-01,42.1,0.23781224049672645,0,0,0,0,0,0,0,0,1,0,0,1.0
1972-10-01,42.3,0.4739345363896419,0,0,0,0,0,0,0,0,0,1,0,1.0
1972-11-01,42.4,0.23612761856801612,0,0,0,0,0,0,0,0,0,0,1,1.0
1972-12-01,42.5,0.2355713692459016,0,0,0,0,0,0,0,0,0,0,0,1.0
1973-01-01,42.6,0.23501773449536856,1,0,0,0,0,0,0,0,0,0,0,1.0
1973-02-01,42.9,0.701757265864611,0,1,0,0,0,0,0,0,0,0,0,1.0
1973-03-01,43.3,0.9280809074473151,0,0,1,0,0,0,0,0,0,0,0,1.0
1973-04-01,43.6,0.6904515346544571,0,0,0,1,0,0,0,0,0,0,0,1.0
1973-05-01,43.9,0.6857169726136814,0,0,0,0,1,0,0,0,0,0,0,1.0
1973-06-01,44.2,0.6810469002526798,0,0,0,0,0,1,0,0,0,0,0,1.0
1973-07-01,44.3,0.22598879674373684,0,0,0,0,0,0,1,0,0,0,0,1.0
1973-08-01,45.1,1.789756945754295,0,0,0,0,0,0,0,1,0,0,0,1.0
1973-09-01,45.2,0.22148403295529917,0,0,0,0,0,0,0,0,1,0,0,1.0
1973-10-01,45.6,0.8810629682154847,0,0,0,0,0,0,0,0,0,1,0,1.0
1973-11-01,45.9,0.6557400546158831,0,0,0,0,0,0,0,0,0,0,1,1.0
1973-12-01,46.2,0.6514681021193791,0,0,0,0,0,0,0,0,0,0,0,1.0
1974-01-01,46.6,0.862074304390692,1,0,0,0,0,0,0,0,0,0,0,1.0
1974-02-01,47.2,1.2793351459909452,0,1,0,0,0,0,0,0,0,0,0,1.0
1974-03-01,47.8,1.263174690590052,0,0,1,0,0,0,0,0,0,0,0,1.0
1974-04-01,48.0,0.4175371410481077,0,0,0,1,0,0,0,0,0,0,0,1.0
1974-05-01,48.6,1.2422519998557036,0,0,0,0,1,0,0,0,0,0,0,1.0
1974-06-01,49.0,0.8196767204178279,0,0,0,0,0,1,0,0,0,0,0,1.0
1974-07-01,49.4,0.8130126083250477,0,0,0,0,0,0,1,0,0,0,0,1.0
1974-08-01,50.0,1.207258123426902,0,0,0,0,0,0,0,1,0,0,0,1.0
1974-09-01,50.6,1.192857086527388,0,0,0,0,0,0,0,0,1,0,0,1.0
1974-10-01,51.1,0.9832920916239107,0,0,0,0,0,0,0,0,0,1,0,1.0
1974-11-01,51.5,0.7797310460031515,0,0,0,0,0,0,0,0,0,0,1,1.0
1974-12-01,51.9,0.773698250215249,0,0,0,0,0,0,0,0,0,0,0,1.0
1975-01-01,52.1,0.38461585874784987,1,0,0,0,0,0,0,0,0,0,0,1.0
1975-02-01,52.5,0.764822083825667,0,1,0,0,0,0,0,0,0,0,0,1.0
1975-03-01,52.7,0.38022859497384154,0,0,1,0,0,0,0,0,0,0,0,1.0
1975-04-01,52.9,0.3787883316936913,0,0,0,1,0,0,0,0,0,0,0,1.0
1975-05-01,53.2,0.5655057483345161,0,0,0,0,1,0,0,0,0,0,0,1.0
1975-06-01,53.6,0.749067172915785,0,0,0,0,0,1,0,0,0,0,0,1.0
1975-07-01,54.2,1.113184036884407,0,0,0,0,0,0,1,0,0,0,0,1.0
1975-08-01,54.3,0.18433184942892034,0,0,0,0,0,0,0,1,0,0,0,1.0
1975-09-01,54.6,0.5509655810969516,0,0,0,0,0,0,0,0,1,0,0,1.0
1975-10-01,54.9,0.5479465764625324,0,0,0,0,0,0,0,0,0,1,0,1.0
1975-11-01,55.3,0.7259560012804478,0,0,0,0,0,0,0,0,0,0,1,1.0
1975-12-01,55.5,0.361011222409946,0,0,0,0,0,0,0,0,0,0,0,1.0
1976-01-01,55.6,0.18001805041478747,1,0,0,0,0,0,0,0,0,0,0,1.0
1976-02-01,55.8,0.35906681307285027,0,1,0,0,0,0,0,0,0,0,0,1.0
1976-03-01,55.9,0.1790510773788334,0,0,1,0,0,0,0,0,0,0,0,1.0
1976-04-01,56.1,0.35714323675977155,0,0,0,1,0,0,0,0,0,0,0,1.0
1976-05-01,56.5,0.7104825623744482,0,0,0,0,1,0,0,0,0,0,0,1.0
1976-06-01,56.8,0.5295687574710328,0,0,0,0,0,1,0,0,0,0,0,1.0
1976-07-01,57.1,0.5267790934858851,0,0,0,0,0,0,1,0,0,0,0,1.0
1976-08-01,57.4,0.5240186663556301,0,0,0,0,0,0,0,1,0,0,0,1.0
1976-09-01,57.6,0.34782643763247023,0,0,0,0,0,0,0,0,1,0,0,1.0
1976-10-01,57.9,0.5194816877104103,0,0,0,0,0,0,0,0,0,1,0,1.0
1976-11-01,58.0,0.17256259674693908,0,0,0,0,0,0,0,0,0,0,1,1.0
1976-12-01,58.2,0.34423441909732233,0,0,0,0,0,0,0,0,0,0,0,1.0
1977-01-01,58.5,0.5141399500418586,1,0,0,0,0,0,0,0,0,0,0,1.0
1977-02-01,59.1,1.020417017424169,0,1,0,0,0,0,0,0,0,0,0,1.0
1977-03-01,59.5,0.6745388139531627,0,0,1,0,0,0,0,0,0,0,0,1.0
1977-04-01,60.0,0.8368249670516192,0,0,0,1,0,0,0,0,0,0,0,1.0
1977-05-01,60.3,0.4987541511039417,0,0,0,0,1,0,0,0,0,0,0,1.0
1977-06-01,60.7,0.661159433231262,0,0,0,0,0,1,0,0,0,0,0,1.0
1977-07-01,61.0,0.4930166107858902,0,0,0,0,0,0,1,0,0,0,0,1.0
1977-08-01,61.2,0.3273325344968825,0,0,0,0,0,0,0,1,0,0,0,1.0
1977-09-01,61.4,0.32626456348161526,0,0,0,0,0,0,0,0,1,0,0,1.0
1977-10-01,61.6,0.32520353863780826,0,0,0,0,0,0,0,0,0,1,0,1.0
1977-11-01,61.9,0.4858309151075879,0,0,0,0,0,0,0,0,0,0,1,1.0
1977-12-01,62.1,0.3225809248882605,0,0,0,0,0,0,0,0,0,0,0,1.0
1978-01-01,62.5,0.6420567802923216,1,0,0,0,0,0,0,0,0,0,0,1.0
1978-02-01,62.9,0.6379606964038942,0,1,0,0,0,0,0,0,0,0,0,1.0
1978-03-01,63.4,0.7917697736784746,0,0,1,0,0,0,0,0,0,0,0,1.0
1978-04-01,63.9,0.7855499940308874,0,0,0,1,0,0,0,0,0,0,0,1.0
1978-05-01,64.5,0.9345862418237871,0,0,0,0,1,0,0,0,0,0,0,1.0
1978-06-01,65.2,1.0794245130880675,0,0,0,0,0,1,0,0,0,0,0,1.0
1978-07-01,65.7,0.7639456557957836,0,0,0,0,0,0,1,0,0,0,0,1.0
1978-08-01,66.0,0.45558165358601244,0,0,0,0,0,0,0,1,0,0,0,1.0
1978-09-01,66.5,0.7547205635383136,0,0,0,0,0,0,0,0,1,0,0,1.0
1978-10-01,67.1,0.8982096315827803,0,0,0,0,0,0,0,0,0,1,0,1.0
1978-11-01,67.4,0.4460973940624946,0,0,0,0,0,0,0,0,0,0,1,1.0
1978-12-01,67.7,0.4441161999968024,0,0,0,0,0,0,0,0,0,0,0,1.0
1979-01-01,68.3,0.8823586658515126,1,0,0,0,0,0,0,0,0,0,0,1.0
1979-02-01,69.1,1.1644964196880103,0,1,0,0,0,0,0,0,0,0,0,1.0
1979-03-01,69.8,1.0079278994702179,0,0,1,0,0,0,0,0,0,0,0,1.0
1979-04-01,70.6,1.1396134730869534,0,0,0,1,0,0,0,0,0,0,0,1.0
1979-05-01,71.5,1.2667305200765533,0,0,0,0,1,0,0,0,0,0,0,1.0
1979-06-01,72.3,1.1126679464757316,0,0,0,0,0,1,0,0,0,0,0,1.0
1979-07-01,73.1,1.100423759101421,0,0,0,0,0,0,1,0,0,0,0,1.0
1979-08-01,73.8,0.9530364850693473,0,0,0,0,0,0,0,1,0,0,0,1.0
1979-09-01,74.6,1.0781775603288857,0,0,0,0,0,0,0,0,1,0,0,1.0
1979-10-01,75.2,0.8010723746078696,0,0,0,0,0,0,0,0,0,1,0,1.0
1979-11-01,75.9,0.9265453445790328,0,0,0,0,0,0,0,0,0,0,1,1.0
1979-12-01,76.7,1.048502397162565,0,0,0,0,0,0,0,0,0,0,0,1.0
1980-01-01,77.8,1.4239722811136168,1,0,0,0,0,0,0,0,0,0,0,1.0
1980-02-01,78.9,1.4039796667482562,0,1,0,0,0,0,0,0,0,0,0,1.0
1980-03-01,80.1,1.509462622248492,0,0,1,0,0,0,0,0,0,0,0,1.0
1980-04-01,81.0,1.117330059812538,0,0,0,1,0,0,0,0,0,0,0,1.0
1980-05-01,81.8,0.9828088936262525,0,0,0,0,1,0,0,0,0,0,0,1.0
1980-06-01,82.7,1.0942358420943599,0,0,0,0,0,1,0,0,0,0,0,1.0
1980-07-01,82.7,0.0,0,0,0,0,0,0,1,0,0,0,0,1.0
1980-08-01,83.3,0.722894714315192,0,0,0,0,0,0,0,1,0,0,0,1.0
1980-09-01,84.0,0.8368249670516192,0,0,0,0,0,0,0,0,1,0,0,1.0
1980-10-01,84.8,0.9478743954543845,0,0,0,0,0,0,0,0,0,1,0,1.0
1980-11-01,85.5,0.8220833144857664,0,0,0,0,0,0,0,0,0,0,1,1.0
1980-12-01,86.3,0.9313222146666966,0,0,0,0,0,0,0,0,0,0,0,1.0
1981-01-01,87.0,0.8078520565201863,1,0,0,0,0,0,0,0,0,0,0,1.0
1981-02-01,87.9,1.0291686036548064,0,1,0,0,0,0,0,0,0,0,0,1.0
1981-03-01,88.5,0.6802747322751657,0,0,1,0,0,0,0,0,0,0,0,1.0
1981-04-01,89.1,0.6756782462880473,0,0,0,1,0,0,0,0,0,0,0,1.0
1981-05-01,89.8,0.7825640831390146,0,0,0,0,1,0,0,0,0,0,0,1.0
1981-06-01,90.6,0.8869237740779745,0,0,0,0,0,1,0,0,0,0,0,1.0
1981-07-01,91.6,1.097705863115106,0,0,0,0,0,0,1,0,0,0,0,1.0
1981-08-01,92.3,0.7612869828721891,0,0,0,0,0,0,0,1,0,0,0,1.0
1981-09-01,93.2,0.9703580182739202,0,0,0,0,0,0,0,0,1,0,0,1.0
1981-10-01,93.4,0.21436235432510387,0,0,0,0,0,0,0,0,0,1,0,1.0
1981-11-01,93.7,0.3206844009579157,0,0,0,0,0,0,0,0,0,0,1,1.0
1981-12-01,94.0,0.3196593025627692,0,0,0,0,0,0,0,0,0,0,0,1.0
1982-01-01,94.3,0.31864073694078954,1,0,0,0,0,0,0,0,0,0,0,1.0
1982-02-01,94.6,0.3176286418420382,0,1,0,0,0,0,0,0,0,0,0,1.0
1982-03-01,94.5,-0.10576415581349252,0,0,1,0,0,0,0,0,0,0,0,1.0
1982-04-01,94.9,0.4223871116185052,0,0,0,1,0,0,0,0,0,0,0,1.0
1982-05-01,95.8,0.9438979360932187,0,0,0,0,1,0,0,0,0,0,0,1.0
1982-06-01,97.0,1.24482935265684,0,0,0,0,0,1,0,0,0,0,0,1.0
1982-07-01,97.5,0.5141399500418586,0,0,0,0,0,0,1,0,0,0,0,1.0
1982-08-01,97.7,0.20491810449358994,0,0,0,0,0,0,0,1,0,0,0,1.0
1982-09-01,97.9,0.20449904877271052,0,0,0,0,0,0,0,0,1,0,0,1.0
1982-10-01,98.2,0.30596658239554486,0,0,0,0,0,0,0,0,0,1,0,1.0
1982-11-01,98.0,-0.20387366898475534,0,0,0,0,0,0,0,0,0,0,1,1.0
1982-12-01,97.6,-0.4089985251525263,0,0,0,0,0,0,0,0,0,0,0,1.0
1983-01-01,97.8,0.20470836217247879,1,0,0,0,0,0,0,0,0,0,0,1.0
1983-02-01,97.9,0.10219724956925802,0,1,0,0,0,0,0,0,0,0,0,1.0
1983-03-01,97.9,0.0,0,0,1,0,0,0,0,0,0,0,0,1.0
1983-04-01,98.6,0.712471207212495,0,0,0,1,0,0,0,0,0,0,0,1.0
1983-05-01,99.2,0.6066752682237997,0,0,0,0,1,0,0,0,0,0,0,1.0
1983-06-01,99.5,0.30196298737195093,0,0,0,0,0,1,0,0,0,0,0,1.0
1983-07-01,99.9,0.4012041489961149,0,0,0,0,0,0,1,0,0,0,0,1.0
1983-08-01,100.2,0.2998502996256036,0,0,0,0,0,0,0,1,0,0,0,1.0
1983-09-01,100.7,0.4977611073752719,0,0,0,0,0,0,0,0,1,0,0,1.0
1983-10-01,101.0,0.2974717116742909,0,0,0,0,0,0,0,0,0,1,0,1.0
1983-11-01,101.2,0.19782400121055588,0,0,0,0,0,0,0,0,0,0,1,1.0
1983-12-01,101.3,0.09876544012721311,0,0,0,0,0,0,0,0,0,0,0,1.0
