Period,SA0,pct_inflation,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,Constant
1984-01-01,101.9,0.5905528974041729,1,0,0,0,0,0,0,0,0,0,0,1.0
1984-02-01,102.4,0.4894772376728085,0,1,0,0,0,0,0,0,0,0,0,1.0
1984-03-01,102.6,0.19512201312616995,0,0,1,0,0,0,0,0,0,0,0,1.0
1984-04-01,103.1,0.48614582862454014,0,0,0,1,0,0,0,0,0,0,0,1.0
1984-05-01,103.4,0.2905571051414313,0,0,0,0,1,0,0,0,0,0,0,1.0
1984-06-01,103.7,0.2897153161153021,0,0,0,0,0,1,0,0,0,0,0,1.0
1984-07-01,104.1,0.38498603854417723,0,0,0,0,0,0,1,0,0,0,0,1.0
1984-08-01,104.5,0.3835095783942144,0,0,0,0,0,0,0,1,0,0,0,1.0
1984-09-01,105.0,0.47732787526575393,0,0,0,0,0,0,0,0,1,0,0,1.0
1984-10-01,105.3,0.2853068982406448,0,0,0,0,0,0,0,0,0,1,0,1.0
1984-11-01,105.3,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0
1984-12-01,105.3,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0
1985-01-01,105.5,0.18975337761917288,1,0,0,0,0,0,0,0,0,0,0,1.0
1985-02-01,106.0,0.47281411959456676,0,1,0,0,0,0,0,0,0,0,0,1.0
1985-03-01,106.4,0.37664827954770885,0,0,1,0,0,0,0,0,0,0,0,1.0
1985-04-01,106.9,0.4688241123455228,0,0,0,1,0,0,0,0,0,0,0,1.0
1985-05-01,107.3,0.3734831605653355,0,0,0,0,1,0,0,0,0,0,0,1.0
1985-06-01,107.6,0.2791998091031367,0,0,0,0,0,1,0,0,0,0,0,1.0
1985-07-01,107.8,0.1857010747213117,0,0,0,0,0,0,1,0,0,0,0,1.0
1985-08-01,108.0,0.18535686493228454,0,0,0,0,0,0,0,1,0,0,0,1.0
1985-09-01,108.3,0.2773926882724709,0,0,0,0,0,0,0,0,1,0,0,1.0
1985-10-01,108.7,0.3686640120219131,0,0,0,0,0,0,0,0,0,1,0,1.0
1985-11-01,109.0,0.27560881019796923,0,0,0,0,0,0,0,0,0,0,1,1.0
1985-12-01,109.3,0.27485129533495467,0,0,0,0,0,0,0,0,0,0,0,1.0
1986-01-01,109.6,0.2740979331422366,1,0,0,0,0,0,0,0,0,0,0,1.0
1986-02-01,109.3,-0.2740979331422366,0,1,0,0,0,0,0,0,0,0,0,1.0
1986-03-01,108.8,-0.458506076065035,0,0,1,0,0,0,0,0,0,0,0,1.0
1986-04-01,108.6,-0.18399269220079617,0,0,0,1,0,0,0,0,0,0,0,1.0
1986-05-01,108.9,0.2758622439079872,0,0,0,0,1,0,0,0,0,0,0,1.0
1986-06-01,109.5,0.5494519317641,0,0,0,0,0,1,0,0,0,0,0,1.0
1986-07-01,109.5,0.0,0,0,0,0,0,0,1,0,0,0,0,1.0
1986-08-01,109.7,0.18248180246294154,0,0,0,0,0,0,0,1,0,0,0,1.0
1986-09-01,110.2,0.4547529437629372,0,0,0,0,0,0,0,0,1,0,0,1.0
1986-10-01,110.3,0.09070295406425899,0,0,0,0,0,0,0,0,0,1,0,1.0
1986-11-01,110.4,0.0906207583538432,0,0,0,0,0,0,0,0,0,0,1,1.0
1986-12-01,110.5,0.09053871148125836,0,0,0,0,0,0,0,0,0,0,0,1.0
1987-01-01,111.2,0.6314860858673832,1,0,0,0,0,0,0,0,0,0,0,1.0
1987-02-01,111.6,0.35906681307285027,0,1,0,0,0,0,0,0,0,0,0,1.0
1987-03-01,112.1,0.4470280130903781,0,0,1,0,0,0,0,0,0,0,0,1.0
1987-04-01,112.7,0.5338090967616616,0,0,0,1,0,0,0,0,0,0,0,1.0
1987-05-01,113.1,0.35429620763443026,0,0,0,0,1,0,0,0,0,0,0,1.0
1987-06-01,113.5,0.3530453799382549,0,0,0,0,0,1,0,0,0,0,0,1.0
1987-07-01,113.8,0.263968477077281,0,0,0,0,0,0,1,0,0,0,0,1.0
1987-08-01,114.4,0.5258557253466911,0,0,0,0,0,0,0,1,0,0,0,1.0
1987-09-01,115.0,0.5231049417552924,0,0,0,0,0,0,0,0,1,0,0,1.0
1987-10-01,115.3,0.26052989117628655,0,0,0,0,0,0,0,0,0,1,0,1.0
1987-11-01,115.4,0.08669267989862561,0,0,0,0,0,0,0,0,0,0,1,1.0
1987-12-01,115.4,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0
1988-01-01,115.7,0.25962801256316226,1,0,0,0,0,0,0,0,0,0,0,1.0
1988-02-01,116.0,0.258955690673357,0,1,0,0,0,0,0,0,0,0,0,1.0
1988-03-01,116.5,0.4301081899391157,0,0,1,0,0,0,0,0,0,0,0,1.0
1988-04-01,117.1,0.5136997597915638,0,0,0,1,0,0,0,0,0,0,0,1.0
1988-05-01,117.5,0.341006298054225,0,0,0,0,1,0,0,0,0,0,0,1.0
1988-06-01,118.0,0.42462908814515643,0,0,0,0,0,1,0,0,0,0,0,1.0
1988-07-01,118.5,0.42283361095210026,0,0,0,0,0,0,1,0,0,0,0,1.0
1988-08-01,119.0,0.4210532536343514,0,0,0,0,0,0,0,1,0,0,0,1.0
1988-09-01,119.8,0.670019256981913,0,0,0,0,0,0,0,0,1,0,0,1.0
1988-10-01,120.2,0.3333336419758304,0,0,0,0,0,0,0,0,0,1,0,1.0
1988-11-01,120.3,0.0831600879526384,0,0,0,0,0,0,0,0,0,0,1,1.0
1988-12-01,120.5,0.16611299500759458,0,0,0,0,0,0,0,0,0,0,0,1.0
1989-01-01,121.1,0.49668976283374633,1,0,0,0,0,0,0,0,0,0,0,1.0
1989-02-01,121.6,0.41203189730198986,0,1,0,0,0,0,0,0,0,0,0,1.0
1989-03-01,122.3,0.5740073161059733,0,0,1,0,0,0,0,0,0,0,0,1.0
1989-04-01,123.1,0.6519990497281469,0,0,0,1,0,0,0,0,0,0,0,1.0
1989-05-01,123.8,0.5670327060087743,0,0,0,0,1,0,0,0,0,0,0,1.0
1989-06-01,124.1,0.2420331960065525,0,0,0,0,0,1,0,0,0,0,0,1.0
1989-07-01,124.4,0.24144880945176084,0,0,0,0,0,0,1,0,0,0,0,1.0
1989-08-01,124.6,0.1606426048273768,0,0,0,0,0,0,0,1,0,0,0,1.0
1989-09-01,125.0,0.320513094894892,0,0,0,0,0,0,0,0,1,0,0,1.0
1989-10-01,125.6,0.4788516731796477,0,0,0,0,0,0,0,0,0,1,0,1.0
1989-11-01,125.9,0.23856870162033417,0,0,0,0,0,0,0,0,0,0,1,1.0
1989-12-01,126.1,0.158730192057277,0,0,0,0,0,0,0,0,0,0,0,1.0
1990-01-01,127.4,1.0256500167188598,1,0,0,0,0,0,0,0,0,0,0,1.0
1990-02-01,128.0,0.4698520781554194,0,1,0,0,0,0,0,0,0,0,0,1.0
1990-03-01,128.7,0.5453850682464179,0,0,1,0,0,0,0,0,0,0,0,1.0
1990-04-01,128.9,0.15527953430609642,0,0,0,1,0,0,0,0,0,0,0,1.0
1990-05-01,129.2,0.23246814033592855,0,0,0,0,1,0,0,0,0,0,0,1.0
1990-06-01,129.9,0.5403332328052457,0,0,0,0,0,1,0,0,0,0,0,1.0
1990-07-01,130.4,0.3841725815998842,0,0,0,0,0,0,1,0,0,0,0,1.0
1990-08-01,131.6,0.9160369398664159,0,0,0,0,0,0,0,1,0,0,0,1.0
1990-09-01,132.7,0.8323922446945353,0,0,0,0,0,0,0,0,1,0,0,1.0
1990-10-01,133.5,0.6010536502142116,0,0,0,0,0,0,0,0,0,1,0,1.0
1990-11-01,133.8,0.22446698538240994,0,0,0,0,0,0,0,0,0,0,1,1.0
1990-12-01,133.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0
1991-01-01,134.6,0.5961269516499001,1,0,0,0,0,0,0,0,0,0,0,1.0
1991-02-01,134.8,0.1484781267579116,0,1,0,0,0,0,0,0,0,0,0,1.0
1991-03-01,135.0,0.14825799602231626,0,0,1,0,0,0,0,0,0,0,0,1.0
1991-04-01,135.2,0.14803851704341398,0,0,0,1,0,0,0,0,0,0,0,1.0
1991-05-01,135.6,0.2954211897431058,0,0,0,0,1,0,0,0,0,0,0,1.0
1991-06-01,136.0,0.2945510229757531,0,0,0,0,0,1,0,0,0,0,0,1.0
1991-07-01,136.2,0.1469507979359186,0,0,0,0,0,0,1,0,0,0,0,1.0
1991-08-01,136.6,0.29325534212780724,0,0,0,0,0,0,0,1,0,0,0,1.0
1991-09-01,137.2,0.43827681550947517,0,0,0,0,0,0,0,0,1,0,0,1.0
1991-10-01,137.4,0.14566644964641995,0,0,0,0,0,0,0,0,0,1,0,1.0
1991-11-01,137.8,0.29069787913096334,0,0,0,0,0,0,0,0,0,0,1,1.0
1991-12-01,137.9,0.07254262196978445,0,0,0,0,0,0,0,0,0,0,0,1.0
1992-01-01,138.1,0.14492756159905085,1,0,0,0,0,0,0,0,0,0,0,1.0
1992-02-01,138.6,0.3614026340556187,0,1,0,0,0,0,0,0,0,0,0,1.0
1992-03-01,139.3,0.5037794029957077,0,0,1,0,0,0,0,0,0,0,0,1.0
1992-04-01,139.5,0.14347204756601784,0,0,0,1,0,0,0,0,0,0,0,1.0
1992-05-01,139.7,0.14326650014959696,0,0,0,0,1,0,0,0,0,0,0,1.0
1992-06-01,140.2,0.35727083375736157,0,0,0,0,0,1,0,0,0,0,0,1.0
1992-07-01,140.5,0.21375141733113168,0,0,0,0,0,0,1,0,0,0,0,1.0
1992-08-01,140.9,0.28429301308339205,0,0,0,0,0,0,0,1,0,0,0,1.0
1992-09-01,141.3,0.2834870785846988,0,0,0,0,0,0,0,0,1,0,0,1.0
1992-10-01,141.8,0.353232440754514,0,0,0,0,0,0,0,0,0,1,0,1.0
1992-11-01,142.0,0.14094435032339092,0,0,0,0,0,0,0,0,0,0,1,1.0
1992-12-01,141.9,-0.07044734352641413,0,0,0,0,0,0,0,0,0,0,0,1.0
1993-01-01,142.6,0.492092381419873,1,0,0,0,0,0,0,0,0,0,0,1.0
1993-02-01,143.1,0.3500178582209301,0,1,0,0,0,0,0,0,0,0,0,1.0
1993-03-01,143.6,0.34879700517187473,0,0,1,0,0,0,0,0,0,0,0,1.0
1993-04-01,144.0,0.27816429618772176,0,0,0,1,0,0,0,0,0,0,0,1.0
